Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
101,Darkest Dungeon,"Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take?",2016-01-19,PC,84,/game/pc/darkest-dungeon,7.9,darkestdungeon,Red Hook Studios,"Red Hook Studios,Red Hook Studios","Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Indie,RPG,Strategy",262060
102,Spore,"From the mind of Will Wright comes SPORE, a journey that takes you from the origin and evolution of life through the development of civilization and technology and eventually all the way into the deepest reaches of outer space. Begin your odyssey at the dawn of life as a simple microbe just trying to survive, then use the fun, intuitive Editors to evolve the creature from its microscopic origins into an intelligent, tool-using race. Guide your species as it builds (and the player designs) villages, buildings, cities, and vehicles. Along the way to becoming a global civilization you can choose whether to hunt or forage, attack or trade, be nice or play rough. All the action takes place in a huge, lush world populated with creatures evolved by other players and shared over SPORE's central servers. When it's ready, your one-time pond scum launches into space in its UFO on a grand voyage of discovery, planet forming, or destruct-ion. As you explore and play in this limitless universe of unique worlds, your personal Sporepedia tracks all the creatures you've met and places you've visited. Take complete control of your creature's fate as you guide it through the following six evolutionary phases: Tidepool phase: Fight with other creatures and consume them to adjust the form and abilities of your creature. It's survival of the fittest at the most microscopic level. Creature phase: Venture onto dry land and help your creature learn and evolve with forays away from your safe haven. Carnivore or Herbivore? Social or Independent? The choice is yours. Tribal phase: Instead of controlling an individual creature, you are now caring for an entire tribe of your genetic craftwork. Give them tools and guide their interactions as you slowly upgrade their state of existence. City phase: Bring your creatures' race into a new golden era by building up the technology, architecture, and infrastructure of their city. Civilization phase: Once your city is established, your creatures begin seeking out and interacting with other cultures. You can have them do so with an olive branch or a war cry—either way, the goal for your creatures is to unify the planet. Space phase: The time has come to move on to other worlds in your solar system. Make first-contact, colonize, or terraform, then venture further to find other solar systems scattered throughout a magnificently rendered galaxy. A 'mission' structure provides new goals and paths to follow as you begin to spread through the universe. [Electronic Arts]",2008-09-07,PC,84,/game/pc/spore,5.8,spore,Maxis™,"Electronic Arts,Electronic Arts","Simulation,Sandbox,Open World,Exploration,Space,Adventure,God Game,Singleplayer,Aliens,Strategy,Sci-fi,Funny,Science,Family Friendly,Multiplayer,Action,RPG,Casual,Comedy,RTS",Single-player,Simulation,17390
103,Enter the Gungeon,"Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.",2016-04-05,PC,84,/game/pc/enter-the-gungeon,8.1,enterthegungeon,Dodge Roll,"Devolver Digital,Devolver Digital","Rogue-like,Bullet Hell,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Action,Rogue-lite,Great Soundtrack,Loot,Co-op,Multiplayer,Top-Down Shooter,Shoot 'Em Up,Funny,Shooter,Adventure,Action-Adventure,Twin Stick Shooter","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie",311690
104,Creed: Rise to Glory,"Got what it takes to become a champion? You are Adonis Creed, fighting toe-to-toe with the world’s top opponents to establish your boxing legacy. This intense cinematic experience features new Phantom Melee Technology for impactful VR melee combat so you can train, fight, and win like Creed.",2018-09-25,PC,84,/game/pc/creed-rise-to-glory,6.3,creedrisetoglory,Survios,"Survios,Survios","Sports,VR,Fighting,Action,Simulation,Indie,Multiplayer","Single-player,Online Multi-Player","Action,Indie,Simulation,Sports",804490
105,Frostpunk,"In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive.",2018-04-24,PC,84,/game/pc/frostpunk,8.4,frostpunk,11 bit studios,"11 bit studios,11 bit studios","City Builder,Survival,Strategy,Building,Steampunk,Post-apocalyptic,Resource Management,Singleplayer,Management,Base Building,Choices Matter,Atmospheric,Economy,Simulation,Dark,Difficult,RTS,Real-Time with Pause,Indie,Great Soundtrack","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Simulation,Strategy",323190
106,Final Fantasy IX,"The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series.  This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics.  The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",2016-04-14,PC,84,/game/pc/final-fantasy-ix,8.8,finalfantasyix,Square Enix,"Square Enix,Square Enix","JRPG,Great Soundtrack,Story Rich,Fantasy,Classic,RPG,Singleplayer,Turn-Based Combat,Adventure,Atmospheric,Turn-Based,Open World,Party-Based RPG,Funny,Masterpiece,Steampunk,Cult Classic,Anime,Exploration,Medieval","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG,377840
107,Black Mesa,"Black Mesa is a re-envisioning of Valve Software's seminal game Half-Life. You will re-visit the inaugural role of Gordon Freeman and his memorable journey through the Black Mesa Research Facility. Expect detailed environments to explore, a huge cast of characters and experimental weaponry. All-new music, voice acting, choreography and added dialogue give way to a more expansive and immersive experience than ever before. [Valve]",2012-09-14,PC,84,/game/pc/black-mesa,8.8,blackmesa,Crowbar Collective,"Crowbar Collective,Crowbar Collective","Early Access,FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Classic,Shooter,Atmospheric,Early Access,Story Rich,Zombies,Great Soundtrack,Adventure,Aliens,Horror,Multiplayer,Indie,Mod","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Includes Source SDK","Action,Adventure,Indie,Early Access",362890
108,SOMA,"Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable. From Frictional Games, creators of the Amnesia and Penumbra series, SOMA is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness.",2015-09-21,PC,84,/game/pc/soma,8.5,soma,Frictional Games,"Frictional Games,Frictional Games","Horror,Atmospheric,Story Rich,Sci-fi,Psychological Horror,First-Person,Singleplayer,Survival Horror,Underwater,Adventure,Robots,Stealth,Indie,Walking Simulator,Great Soundtrack,Puzzle,Action,Survival,Gore,Moddable","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,Adventure,Indie",282140
109,NieR: Automata,"The distant future

Invaders from another world attack without warning, unleashing a new type of threat: weapons known as machine lifeforms. In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon.

The Council of Humanity organizes a resistance of android soldiers in an effort to take back their planet. To break the deadlock, the Resistance deploys a new unit of android infantry: YoRHa.

In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world...",2017-03-17,PC,84,/game/pc/nier-automata,8.7,nierautomata,"Square Enix,PlatinumGames Inc.","Square Enix,Square Enix","Great Soundtrack,Story Rich,Female Protagonist,Action,Hack and Slash,RPG,Open World,Anime,JRPG,Post-apocalyptic,Singleplayer,Robots,Atmospheric,Sci-fi,Spectacle fighter,Bullet Hell,Character Action Game,Adventure,Nudity,Violent","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,RPG",524220
110,Fallout 4,"As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",2015-11-09,PC,84,/game/pc/fallout-4,5.6,fallout4,Bethesda Game Studios,"Bethesda Softworks,Bethesda Softworks","Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual","Single-player,Steam Achievements,Full controller support,Steam Cloud",RPG,377160
111,Project CARS 2,"Project CARS 2 is the next evolution in the award-winning racing series, featuring the most iconic cars racing under the most thrilling conditions to deliver the Ultimate Driver Journey.

Created by gamers, tested by world-class racing drivers from Team SMS-R, and the definitive choice of Esports pros... Project CARS 2 captures the essence of real racing in the most beautiful, intense, authentic, and technically-advanced racing game on the planet.

FEATURES:

* Over 170 licensed cars from the most iconic brands.
* The largest track roster of any console racing game including ice and dirt tracks.
* New vehicle types and motorsport classes including Rallycross, IndyCar, and Oval.
* Dynamic time of day, weather, and new seasonal conditions.
* New Online Championships mode.
* LiveTrack 3.0 powers dynamic surface conditions that affect vehicle performance and handling, and evolves the track over the course of a race weekend.
* Esports built-in from day one with full ranking, and broadcasting / streaming functionality.
* Bleeding-edge tire physics, advanced AI, and intuitive gamepad control.",2017-09-21,PC,84,/game/pc/project-cars-2,7.2,projectcars2,Slightly Mad Studios,"BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment","Racing,Driving,Simulation,Multiplayer,VR,Realistic,Sports,Singleplayer,Open World,Arcade,Action,Atmospheric,Controller,Difficult","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Cloud,Steam Leaderboards",Racing,-1
112,GRIS,"Gris is a hopeful young girl lost in her own world, dealing with a painful experience in her life. Her journey through sorrow is manifested in her dress, which grants new abilities to better navigate her faded reality.",2018-12-13,PC,84,/game/pc/gris,8.5,gris,Nomada Studio,"Devolver Digital,Devolver Digital","Beautiful,Atmospheric,Great Soundtrack,Indie,Female Protagonist,Adventure,Hand-drawn,2D,Singleplayer,Platformer,Relaxing,Story Rich,Surreal,Puzzle,Colorful,Puzzle-Platformer,Anime,Casual,Exploration,Walking Simulator","Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie",683320
113,Assassin's Creed Origins,"Set in mysterious Ancient Egypt, Assassin’s Creed Origins is a new beginning. Experience a new way to fight while exploring the Great Pyramids and hidden tombs across the country of Ancient Egypt, and encounter many memorable storylines along your journey. And discover the origin story of the Assassin's Brotherhood. [Ubisoft]",2017-10-27,PC,84,/game/pc/assassins-creed-origins,6.9,assassinscreedorigins,Ubisoft Montreal,"Ubisoft,Ubisoft","Open World,Assassin,Action,RPG,Parkour,Stealth,Adventure,Historical,Third Person,Singleplayer,Story Rich,Action RPG,Exploration,Atmospheric,Multiplayer,Sandbox,Great Soundtrack,Illuminati,Walking Simulator,Heist","Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support","Action,Adventure,RPG",582160
